상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,도로명,도로명주소,경도,위도,이동시간_분_차,이동시간_분_보행
예쁜가위소리,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,중촌동,중촌동,대전광역시 중구 목중로,대전광역시 중구 목중로 69,127.406439813203,36.3385088717278,3.0,27
오복공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,대전광역시,중구,산성동,사정동,대전광역시 중구 대둔산로,대전광역시 중구 대둔산로 310-3,127.385055329403,36.2969430784161,7.0,56
허광신세무회계사무소,과학·기술,회계·세무,세무사,세무사업,대전광역시,중구,문창동,문창동,대전광역시 중구 대종로,대전광역시 중구 대종로 304,127.435407475501,36.3131527165372,2.0,22
중앙약국,소매,의약·화장품 소매,약국,의약품 및 의료용품 소매업,대전광역시,중구,산성동,산성동,대전광역시 중구 보문산로,대전광역시 중구 보문산로 44,127.385264257483,36.30437050583,6.0,53
송월종합타올도매상사,소매,섬유·의복·신발 소매,침구류/커튼 소매업,가정용 직물제품 소매업,대전광역시,중구,태평2동,태평동,대전광역시 중구 동서대로1207번길,대전광역시 중구 동서대로1207번길 2,127.394169763949,36.3262533637566,5.0,42
종합중고프라자,소매,중고 상품 소매,중고 상품 소매업,중고 가전제품 및 통신장비 소매업,대전광역시,중구,산성동,사정동,대전광역시 중구 대둔산로,대전광역시 중구 대둔산로 267,127.382976417231,36.2937238932802,7.0,56
윤미용실,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,태평1동,태평동,대전광역시 중구 유천로132번길,대전광역시 중구 유천로132번길 23,127.396699807823,36.3245808163317,4.0,38
착한돈가스,음식,서양식,경양식,서양식 음식점업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 대종로505번길,대전광역시 중구 대종로505번길 28,127.423332265209,36.3287859343764,0.0,6
우리보청기,소매,의약·화장품 소매,의료기기 소매업,의료용 기구 소매업,대전광역시,중구,중촌동,중촌동,대전광역시 중구 대종로,대전광역시 중구 대종로 673,127.411654734748,36.3397783845384,3.0,24
이안안경원,소매,안경·정밀기기 소매,안경렌즈 소매업,안경 및 렌즈 소매업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대종로,대전광역시 중구 대종로 468,127.42766092634,36.3263012519189,0.0,1
오버테이크,소매,자동차 부품 소매,자동차 부품 소매업,기타 자동차 신품 부품 및 내장품 판매업,대전광역시,중구,산성동,안영동,대전광역시 중구 성산로3번길,대전광역시 중구 성산로3번길 32-7,127.379494148657,36.2891995859524,7.0,56
김낙승세무회계사무소,과학·기술,회계·세무,세무사,세무사업,대전광역시,중구,태평2동,태평동,대전광역시 중구 동서대로,대전광역시 중구 동서대로 1210,127.3942965995,36.3256952296098,5.0,41
한정화헤어,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 선화서로,대전광역시 중구 선화서로 57-1,127.417407149807,36.3287301645049,1.0,14
샘터공인중개사,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,대전광역시,중구,목동,목동,대전광역시 중구 동서대로1403번길,대전광역시 중구 동서대로1403번길 6,127.41230923796,36.3342118652994,2.0,20
또순이네,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,태평1동,태평동,대전광역시 중구 유천로142번길,대전광역시 중구 유천로142번길 9,127.395692661694,36.3251975937781,5.0,39
현진건설,소매,철물·건설자재 소매,벽지/장판/마루 소매업,벽지; 마루덮개 및 장판류 소매업,대전광역시,중구,태평1동,태평동,대전광역시 중구 동서대로1250번길,대전광역시 중구 동서대로1250번길 8-2,127.398624104047,36.3263569694871,4.0,37
프린트닥터,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,컴퓨터 및 주변장치; 소프트웨어 소매업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 보문로,대전광역시 중구 보문로 324-10,127.419795276102,36.331121090319,1.0,10
당디숯불갈비,음식,한식,돼지고기 구이/찜,한식 일반 음식점업,대전광역시,중구,산성동,산성동,대전광역시 중구 대둔산로,대전광역시 중구 대둔산로 460,127.388514832885,36.3101732358161,6.0,49
명성레포츠,소매,오락용품 소매,자전거 소매업,자전거 및 기타 운송장비 소매업,대전광역시,중구,오류동,오류동,대전광역시 중구 오류로,대전광역시 중구 오류로 106,127.402307816311,36.3296560072312,4.0,34
체이스컬트,소매,섬유·의복·신발 소매,기타 의류 소매업,기타 의복 소매업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 중앙로,대전광역시 중구 중앙로 145,127.424883932736,36.3283157455132,0.0,3
폰&케이스,소매,섬유·의복·신발 소매,액세서리/잡화 소매업,의복 액세서리 및 모조 장신구 소매업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 중앙로,대전광역시 중구 중앙로 145,127.424883932736,36.3283157455132,0.0,3
도림건축사사무소,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,건축 설계 및 관련 서비스업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 중앙로79번길,대전광역시 중구 중앙로79번길 47,127.418865035423,36.3273943929297,1.0,11
장원식당,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,오류동,오류동,대전광역시 중구 오류로,대전광역시 중구 오류로 11-1,127.404964614768,36.3215579796231,3.0,27
앤-티엠,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,대전광역시,중구,중촌동,중촌동,대전광역시 중구 대종로630번길,대전광역시 중구 대종로630번길 24,127.416391946011,36.3379089809518,2.0,20
백객도짬뽕,음식,중식,중국집,중식 음식점업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 선화로,대전광역시 중구 선화로 136,127.422125744894,36.3307808911227,1.0,7
중촌가마솥곰탕,음식,한식,국/탕/찌개류,한식 일반 음식점업,대전광역시,중구,중촌동,중촌동,대전광역시 중구 목중로16번길,대전광역시 중구 목중로16번길 9,127.412195720721,36.3359777621995,2.0,21
우정식당,음식,한식,국수/칼국수,한식 면 요리 전문점,대전광역시,중구,문창동,문창동,대전광역시 중구 충무로,대전광역시 중구 충무로 171-1,127.435194692802,36.3210377050614,1.0,15
유명한과일,소매,식료품 소매,채소/과일 소매업,채소; 과실 및 뿌리작물 소매업,대전광역시,중구,대사동,대사동,대전광역시 중구 계룡로,대전광역시 중구 계룡로 924,127.415088114539,36.3200938348035,2.0,18
보은상회,소매,식료품 소매,채소/과일 소매업,채소; 과실 및 뿌리작물 소매업,대전광역시,중구,유천1동,유천동,대전광역시 중구 계백로1584번길,대전광역시 중구 계백로1584번길 28,127.396091927149,36.3167548622011,4.0,39
먹태랑,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,태평1동,태평동,대전광역시 중구 동서대로1250번길,대전광역시 중구 동서대로1250번길 30,127.399033147621,36.3253045602762,4.0,35
제이투헤어모드,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,태평2동,태평동,대전광역시 중구 태평로,대전광역시 중구 태평로 29,127.392173249848,36.3194477770546,5.0,40
정선,소매,섬유·의복·신발 소매,신발 소매업,신발 소매업,대전광역시,중구,문화1동,문화동,대전광역시 중구 계백로,대전광역시 중구 계백로 1700,127.40880280715,36.3206307062252,2.0,23
중앙학원,교육,기타 교육,전문자격/고시학원,기타 교습학원,대전광역시,중구,은행선화동,선화동,대전광역시 중구 중앙로,대전광역시 중구 중앙로 141,127.425058031966,36.3288753606608,0.0,3
구이구이쪽갈비,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,대전광역시,중구,목동,목동,대전광역시 중구 목동로22번길,대전광역시 중구 목동로22번길 65,127.411265891717,36.3351981085393,2.0,22
보물섬,소매,섬유·의복·신발 소매,액세서리/잡화 소매업,의복 액세서리 및 모조 장신구 소매업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 중앙로,대전광역시 중구 중앙로 145,127.424883932736,36.3283157455132,0.0,3
아름터개발,시설관리·임대,시설관리,사업시설 유지·관리 서비스업,사업시설 유지ㆍ관리 서비스업,대전광역시,중구,산성동,산성동,대전광역시 중구 대둔산로,대전광역시 중구 대둔산로 419-4,127.386801466474,36.3071362422623,6.0,49
행복옷장,소매,중고 상품 소매,중고 상품 소매업,기타 중고 상품 소매업,대전광역시,중구,용두동,용두동,대전광역시 중구 동서대로,대전광역시 중구 동서대로 1323-1,127.40624271169,36.3292520295131,3.0,29
마이더스엔터테이먼트,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,전시; 컨벤션 및 행사 대행업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로165번길,대전광역시 중구 대흥로165번길 4,127.430230616165,36.3252049847341,0.0,5
테라공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 대종로505번길,대전광역시 중구 대종로505번길 22,127.42388776309,36.328977876417,0.0,5
신안환경,음식,주점,일반 유흥 주점,일반 유흥 주점업,대전광역시,중구,대사동,대사동,대전광역시 중구 보문로162번길,대전광역시 중구 보문로162번길 60,127.428840853661,36.3187633888869,1.0,14
올리브수선,수리·개인,기타 가정용품 수리,의류/이불 수선업,의복 및 기타 가정용 직물제품 수리업,대전광역시,중구,유천2동,유천동,대전광역시 중구 태평로26번길,대전광역시 중구 태평로26번길 59,127.395532138754,36.3200235861121,5.0,39
씨유,소매,종합 소매,편의점,체인화 편의점,대전광역시,중구,산성동,산성동,대전광역시 중구 보문산로141번길,대전광역시 중구 보문산로141번길 19,127.395861330341,36.3062270345662,6.0,49
신토불이식당,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,석교동,석교동,대전광역시 중구 대전천서로199번길,대전광역시 중구 대전천서로199번길 21,127.443625711147,36.3100368439552,4.0,32
샌드팩토리,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,대전광역시,중구,용두동,용두동,대전광역시 중구 동서대로1352번길,대전광역시 중구 동서대로1352번길 81,127.411772345453,36.3270983360238,2.0,19
반하나살롱,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 대종로,대전광역시 중구 대종로 508,127.425187052402,36.3295068590654,0.0,3
나만봄,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,대전광역시,중구,석교동,석교동,대전광역시 중구 대종로224번안길,대전광역시 중구 대종로224번안길 36,127.44465852085,36.308860997915,4.0,33
태평금호공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,대전광역시,중구,태평1동,태평동,대전광역시 중구 유천로132번길,대전광역시 중구 유천로132번길 35,127.397355582493,36.3247553624098,4.0,38
원카운트,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,전시; 컨벤션 및 행사 대행업,대전광역시,중구,중촌동,중촌동,대전광역시 중구 대종로704번길,대전광역시 중구 대종로704번길 19,127.410208172391,36.342520072134,3.0,28
지아이엘,시설관리·임대,여행사·보조,여행사,여행사업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로169번길,대전광역시 중구 대흥로169번길 49,127.42942541246,36.3271839044813,0.0,3
